Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,BuildingArea,YearBuilt,zipcode,airbnb_price_min,airbnb_price_median,airbnb_price_mean,airbnb_price_max,airbnb_weekly_price_min,airbnb_weekly_price_median,airbnb_weekly_price_mean,airbnb_weekly_price_max,airbnb_monthly_price_min,airbnb_monthly_price_median,airbnb_monthly_price_mean,airbnb_monthly_price_max,airbnb_zipcode_count
Airport West,4,h,900000.0,13.5,3042.0,2.0,3.0,146.0,1975.0,3042.0,0.0,65.0,81.57142857142857,264.0,351.0,400.0,568.2,990.0,1303.0,1550.0,1800.75,2800.0,35.0
Altona,3,h,520000.0,13.8,3018.0,2.0,1.0,242.0,2015.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,5,h,1525000.0,13.8,3018.0,3.0,3.0,268.0,2005.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,t,720000.0,13.8,3018.0,1.0,2.0,125.0,2013.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,h,1120000.0,13.8,3018.0,1.0,2.0,120.0,1930.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,4,h,1780000.0,13.8,3018.0,3.0,6.0,220.0,1962.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,u,630000.0,13.8,3018.0,1.0,2.0,94.0,1955.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,h,660000.0,13.8,3018.0,1.0,1.0,123.0,1955.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,u,580000.0,13.8,3018.0,1.0,1.0,93.0,1988.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,h,1335000.0,13.8,3018.0,1.0,4.0,22.0,1953.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,u,510000.0,13.8,3018.0,1.0,1.0,76.0,1990.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,u,425000.0,13.8,3018.0,1.0,2.0,57.0,1980.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,u,391000.0,13.8,3018.0,1.0,1.0,65.0,1965.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,4,h,845000.0,13.8,3018.0,1.0,2.0,130.0,1950.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,u,730000.0,13.8,3018.0,2.0,1.0,141.0,2014.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,u,447000.0,13.8,3018.0,1.0,1.0,77.0,1990.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,h,678000.0,13.8,3018.0,1.0,2.0,87.0,1950.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,u,580000.0,13.8,3018.0,2.0,1.0,76.0,2013.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,h,840000.0,13.8,3018.0,2.0,2.0,136.0,1965.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,u,577000.0,13.8,3018.0,2.0,1.0,113.0,2007.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,h,857000.0,13.8,3018.0,2.0,1.0,100.0,1950.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,3,u,730000.0,13.8,3018.0,2.0,1.0,3.0,2014.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Altona,2,h,535600.0,13.8,3018.0,1.0,1.0,91.0,1996.0,3018.0,24.0,80.0,85.62162162162163,251.0,525.0,732.5,732.5,940.0,1001.0,1550.5,1550.5,2100.0,37.0
Ascot Vale,2,u,467000.0,5.9,3032.0,1.0,1.0,62.0,1980.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,490000.0,5.9,3032.0,1.0,1.0,62.0,1970.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,685000.0,5.9,3032.0,1.0,2.0,90.0,1995.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,1230000.0,5.9,3032.0,1.0,2.0,148.0,1960.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,1000000.0,5.9,3032.0,2.0,2.0,120.0,1955.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,1435000.0,5.9,3032.0,2.0,2.0,147.0,1950.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,1,u,390000.0,5.9,3032.0,1.0,1.0,58.0,1972.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,4,h,1340000.0,5.9,3032.0,2.0,2.0,232.0,1978.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,432000.0,5.9,3032.0,1.0,1.0,62.0,1978.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,610000.0,5.9,3032.0,1.0,1.0,104.0,1995.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,940000.0,5.9,3032.0,3.0,1.0,127.0,1950.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,1180000.0,5.9,3032.0,2.0,2.0,149.0,1930.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,4,h,1480000.0,5.9,3032.0,2.0,2.0,180.0,1939.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,t,865000.0,5.9,3032.0,2.0,1.0,132.0,2015.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,442000.0,5.9,3032.0,1.0,1.0,62.0,1975.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,t,1050000.0,5.9,3032.0,2.0,2.0,160.0,2013.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,440000.0,5.9,3032.0,1.0,1.0,65.0,1970.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,2,u,390000.0,5.9,3032.0,1.0,1.0,69.0,2012.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,940000.0,5.9,3032.0,2.0,2.0,172.0,2011.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,995000.0,5.9,3032.0,2.0,1.0,177.0,2010.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,786000.0,5.9,3032.0,2.0,1.0,120.0,1940.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,t,1000000.0,5.9,3032.0,2.0,2.0,144.0,2003.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,3,h,1215000.0,5.9,3032.0,1.0,1.0,175.0,1960.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Ascot Vale,4,h,1705000.0,5.9,3032.0,2.0,4.0,273.0,2012.0,3032.0,19.0,86.5,111.61363636363636,999.0,225.0,380.0,469.8666666666667,850.0,900.0,1255.0,1677.9166666666667,3200.0,176.0
Balwyn,4,h,1800000.0,9.7,3103.0,2.0,2.0,218.0,1985.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,t,1255000.0,9.7,3103.0,1.0,1.0,129.0,2000.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,u,1070000.0,9.7,3103.0,2.0,2.0,112.0,1998.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,806000.0,9.7,3103.0,1.0,1.0,97.0,1977.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,h,1850000.0,9.7,3103.0,1.0,1.0,166.0,1930.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,h,700000.0,9.7,3103.0,1.0,1.0,110.0,1970.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,h,500000.0,9.7,3103.0,1.0,1.0,72.0,1960.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,4,h,1800000.0,9.7,3103.0,2.0,2.0,200.0,1948.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,635000.0,9.7,3103.0,1.0,1.0,70.0,2014.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,526000.0,9.7,3103.0,1.0,1.0,73.0,1960.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,h,905000.0,9.7,3103.0,1.0,2.0,150.0,1995.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,4,h,1750000.0,9.7,3103.0,3.0,2.0,308.0,2016.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,t,760000.0,9.7,3103.0,1.0,1.0,100.0,1960.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,t,1367000.0,9.7,3103.0,2.0,2.0,164.0,2003.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,4,t,1400000.0,9.7,3103.0,3.0,2.0,240.0,2009.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,625000.0,9.7,3103.0,1.0,1.0,104.0,1960.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,460000.0,9.7,3103.0,1.0,1.0,79.0,1950.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,1053000.0,9.7,3103.0,1.0,2.0,98.0,1985.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,t,1472000.0,9.7,3103.0,2.0,2.0,170.0,1995.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,754000.0,9.7,3103.0,1.0,1.0,88.0,1990.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,755000.0,9.7,3103.0,1.0,1.0,92.0,1980.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,650000.0,9.7,3103.0,1.0,1.0,150.0,1960.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,4,h,2000000.0,9.7,3103.0,1.0,2.0,291.0,1930.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,4,h,1900000.0,9.7,3103.0,2.0,1.0,155.0,1940.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,h,1750000.0,9.7,3103.0,2.0,3.0,193.0,1943.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,2,u,730000.0,9.7,3103.0,1.0,1.0,80.0,1960.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,3,h,1500000.0,9.7,3103.0,2.0,2.0,190.0,2011.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn,4,h,1700000.0,9.7,3103.0,1.0,1.0,115.0,1935.0,3103.0,14.0,71.0,105.26315789473684,400.0,400.0,463.5,606.75,1100.0,1384.0,1486.5,2111.25,4088.0,57.0
Balwyn North,3,t,1315000.0,9.2,3104.0,2.0,2.0,167.0,2000.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1500000.0,9.2,3104.0,2.0,1.0,154.0,1950.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1905000.0,9.2,3104.0,2.0,2.0,185.0,1955.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1900000.0,9.2,3104.0,2.0,2.0,215.0,1955.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1265000.0,9.2,3104.0,2.0,1.0,160.0,2011.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1750000.0,9.2,3104.0,2.0,2.0,185.0,1960.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1450000.0,9.2,3104.0,1.0,2.0,124.0,1950.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1825000.0,9.2,3104.0,2.0,3.0,225.0,1958.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,t,1150000.0,9.2,3104.0,2.0,1.0,144.0,2003.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1572000.0,9.2,3104.0,2.0,2.0,330.0,1965.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,5,h,1750000.0,9.2,3104.0,3.0,2.0,365.0,2013.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1850000.0,9.2,3104.0,2.0,2.0,254.0,1990.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1740000.0,9.2,3104.0,2.0,2.0,275.0,1993.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1388800.0,9.2,3104.0,2.0,1.0,247.0,1970.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1800000.0,9.2,3104.0,2.0,4.0,165.0,1960.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1700000.0,9.2,3104.0,2.0,3.0,168.0,1960.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1230000.0,9.2,3104.0,3.0,1.0,188.0,2012.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1950000.0,9.2,3104.0,3.0,2.0,232.0,1970.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,5,h,1750000.0,9.2,3104.0,2.0,2.0,170.0,1955.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,5,h,2000000.0,9.2,3104.0,2.0,2.0,244.0,1950.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1480000.0,9.2,3104.0,1.0,4.0,116.0,1950.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1818000.0,9.2,3104.0,1.0,1.0,90.0,1930.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,3,h,1903000.0,9.2,3104.0,1.0,2.0,720.0,1950.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1720000.0,9.2,3104.0,3.0,2.0,170.0,1950.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,h,1675000.0,9.2,3104.0,2.0,2.0,201.0,1974.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
Balwyn North,4,t,1680000.0,9.2,3104.0,3.0,1.0,200.0,2014.0,3104.0,36.0,80.0,97.26829268292683,599.0,330.0,450.0,1118.0,4000.0,1350.0,1750.0,4063.0,14000.0,41.0
